Structure Id,DFRP Structure Number,TC Identifier,Structure Name,Structure Name (fr),DFRP Reportable,Structure Status,Structure Status,Structure Status (fr),Structure Type,Structure Type,Structure Type (fr),Surplus,Parent Asset No.,Structure Condition,Structure Condition,Structure Condition (fr),Construction Year,Date Placed In Service,Date Decommissioned,Custodian,Custodian Name,Custodian Name,Interest Type Code,Interest Type,Interest Type (fr),Security Code,Security Code,Security Code (fr),Outdoor Parking Spaces,Transferee Custodian,Transferee Custodian Name,Transferee Custodian Name (fr),Archive Type Code,Archive Type Code,Archive Type Code (fr),Structure Use,Structure Use (fr),Partial Space Used,Heritage Designation,Heritage Designation,Heritage Designation (fr),Decision Date,Has ODS Equipment,Wastewater Issue,Waste Program,Hazardous Waste Program,Drinking Water Issue,Green Building Standard,Asbestos Status (EN),Asbestos Status (FR),Asbestos Remark,Asbestos Management Plan (EN),Asbestos Management Plan (FR),Address,Adresse (fr),City,Postal Code,Province Id,Province Name,Province Name (fr),Description,Description (fr),Floor Area (m²),Number of Floors,Indoor Parking Spaces,Area Includes Interior Parking,Outdoor Parking Spaces,has_geometry_ind
78,6878,MVTC002,Test Centre Main Building - 4 Areas,Centre d'essai principal - 4 régions,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,130016948,1,Good,Bon/moyen,1979,1979-05-01 0:00,,172,Transport Canada (Other),Transports Canada (Autres),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Inspection station,Poste d'inspection,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,,,,,,"100 Landais street,","100, rue du Landais",Blainville,J7C 5C9,24,Quebec,Québec,...,...,7487,2,0,0,,1
79,113542,MVTC003,Garage,Garage,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,130016949,1,Good,Bon/moyen,1981,1981-04-01 0:00,,172,Transport Canada (Other),Transports Canada (Autres),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,"Maintenance, repair, or servicing","Entretien, réparations ou service",0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,,,,,,"100 Landais street,","100, rue du Landais",Blainville,J7C 5C9,24,Quebec,Québec,...,...,260,2,0,0,,1
80,113543,MVTC004,Guardhouse,Corps de garde,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,130016950,1,Good,Bon/moyen,1983,1983-01-01 0:00,,172,Transport Canada (Other),Transports Canada (Autres),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Operation/control centre,Poste de surveillance/centre des opérations,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,,,,,,"100 Landais street,","100, rue du Landais",Blainville,J7C 5C9,24,Quebec,Québec,...,...,18,2,0,0,,1
81,113544,MVTC006,Weighing Facilities,Equipement nécessaire pour Peser,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,130016952,1,Good,Bon/moyen,1983,1983-11-01 0:00,,172,Transport Canada (Other),Transports Canada (Autres),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Laboratory,Laboratoire,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,,,,,,"100 Landais street,","100, rue du Landais",Blainville,J7C 5C9,24,Quebec,Québec,...,...,158,2,0,0,,1
82,113545,MVTC010,Service Station,Station de service,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,130016956,1,Good,Bon/moyen,1981,1981-04-01 0:00,,172,Transport Canada (Other),Transports Canada (Autres),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,"Maintenance, repair, or servicing","Entretien, réparations ou service",0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,,,,,,"100 Landais street,","100, rue du Landais",Blainville,J7C 5C9,24,Quebec,Québec,...,...,213,2,0,0,,1
83,6985,,Quebec Regional Office Building (4 étages),Édifice à bureaux Region du Quebec (4 étages),1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,130000275,1,Good,Bon/moyen,1985,,,171,Transport Canada (Airport Programs),Transports Canada (Programmes aéroportuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Office,Bureau,0,NOT APPLICABLE,Not Applicable,Non applicable,2009-04-15 0:00,0,0,0,0,0,0,Yes,Oui,,Yes,Oui,700 Place Leigh Capréol,700 Place Leigh Capréol,Montreal,H4Y 1G7,24,Quebec,Québec,...,...,14350,4,0,0,,1
87,112145,Q-313,Air Terminal Building,Aérogare,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,130017813,1,Good,Bon/moyen,1961,,,171,Transport Canada (Airport Programs),Transports Canada (Programmes aéroportuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Air transport depot/station/ terminal,Dépôt/aérogare pour transport aérien,0,NOT APPLICABLE,Not Applicable,Non applicable,2009-04-15 0:00,0,0,0,0,0,0,Yes,Oui,,Yes,Oui,975 Romeo-Vachon Boulevard North,975 boulevard Romeo-Vachon Nord,Montreal,H4Y 1H2,24,Quebec,Québec,Update Apr/09: 55% desmolished,Update Apr/09: 55% desmolished,4441,1,0,0,,1
88,112146,T-426,Meeting Hall - Clubhouse,Salle de réunion - Club,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,2,Fair,Passable,1960,,,171,Transport Canada (Airport Programs),Transports Canada (Programmes aéroportuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Hall/mess,Hall/mess,0,NOT APPLICABLE,Not Applicable,Non applicable,2009-04-15 0:00,0,0,0,0,0,0,,,,,,1455 Rue Cardinal,1455 Rue Cardinal,Montreal,H8Z 2B1,24,Quebec,Québec,...,...,307,1,0,0,,1
90,112148,T-114,Air Terminal Building,Aérogare,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,130017813,1,Good,Bon/moyen,1941,1961-04-01 0:00,,171,Transport Canada (Airport Programs),Transports Canada (Programmes aéroportuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Air transport depot/station/ terminal,Dépôt/aérogare pour transport aérien,0,NOT APPLICABLE,Not Applicable,Non applicable,2009-04-15 0:00,0,0,0,0,0,0,Yes,Oui,,Yes,Oui,975 Romeo-Vachon North,975 Romeo-Vachon Nord,Montreal,H4Y 1H2,24,Quebec,Québec,...,...,25628,1,0,0,,1
91,112149,T-114D,Domestic Concourse,Jetée domestique,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,130017813,1,Good,Bon/moyen,1941,,,171,Transport Canada (Airport Programs),Transports Canada (Programmes aéroportuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Electrical generation facility,Production d’électricité,0,NOT APPLICABLE,Not Applicable,Non applicable,2009-04-15 0:00,0,0,0,0,0,0,Yes,Oui,,Yes,Oui,975 Romeo-Vachon Boulevard North,975 boulevard Romeo-Vachon Nord,Montreal,H4Y 1H2,24,Quebec,Québec,...,...,4968,1,0,0,,1
92,112150,T-125,Regional Warehouse,Dépôt régional,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,130043834,3,Poor,Piètre qualité,1960,,,171,Transport Canada (Airport Programs),Transports Canada (Programmes aéroportuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Warehousing storage and distribution,Entreposage en entrepôt et distribution,0,NOT APPLICABLE,Not Applicable,Non applicable,2009-04-15 0:00,0,0,0,0,0,0,,,,,,1435 Cardinal,1435 Cardinal,Montreal,H9P 2W5,24,Quebec,Québec,...,...,3071,1,0,0,,1
95,112153,T-137,Maintenance Building / Workshop,Bâtiment d'entretien / Atelier,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,130017819,2,Fair,Passable,1974,,,171,Transport Canada (Airport Programs),Transports Canada (Programmes aéroportuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Vehicle/equipment storage,Entreposage des véhicules/de l'équipement,0,NOT APPLICABLE,Not Applicable,Non applicable,2009-04-15 0:00,0,0,0,0,0,0,No,Non,,Not Applicable,(fr) Not Applicable,990 rue Cardinal,990 rue Cardinal,Montreal,H9P 2W4,24,Quebec,Québec,...,...,371,1,0,0,,1
96,112154,T-149,Field Electrical Centre - FEC,Centre de Support Electrique,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,130017821,2,Fair,Passable,1986,1989-04-01 0:00,,171,Transport Canada (Airport Programs),Transports Canada (Programmes aéroportuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Electrical generation facility,Production d’électricité,0,NOT APPLICABLE,Not Applicable,Non applicable,2009-04-15 0:00,0,0,0,0,0,0,Yes,Oui,,Yes,Oui,Roméo-Vachon North,Roméo-Vachon Nord,Montreal,,24,Quebec,Québec,...,...,1002,1,0,0,,1
98,112156,T-168,Container Shed,Abri bombonne,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,1,Good,Bon/moyen,1984,,,171,Transport Canada (Airport Programs),Transports Canada (Programmes aéroportuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Waste/garbage treatment facility,Installation de traitement des déchets/ordures,0,NOT APPLICABLE,Not Applicable,Non applicable,2009-04-15 0:00,0,0,0,0,0,0,,,,,,Boulevard Stuart-Graham,Boulevard Stuart-Graham,Montreal,,24,Quebec,Québec,...,...,33,1,0,0,,1
99,112157,T-198,Tool Shed and Tractor Shelter,Dépôt d'outils et abri pour tracteur,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,2,Fair,Passable,1960,,,171,Transport Canada (Airport Programs),Transports Canada (Programmes aéroportuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Land transport depot/station/ terminal,Dépôt/gare pour le transport terrestre,0,NOT APPLICABLE,Not Applicable,Non applicable,2009-04-15 0:00,0,0,0,0,0,0,,,,,,1455 rue Cardinal,1455 rue Cardinal,Montreal,,24,Quebec,Québec,...,...,107,1,0,0,,1
101,112159,T-210,Electrical Distribution Center - Bat. Divers FEC,Centre de distribution électric - Divers Bat. FEC,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,2,Fair,Passable,1986,,,171,Transport Canada (Airport Programs),Transports Canada (Programmes aéroportuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Electrical generation facility,Production d’électricité,0,NOT APPLICABLE,Not Applicable,Non applicable,2009-04-15 0:00,0,0,0,0,0,0,No,Non,,Not Applicable,(fr) Not Applicable,Road 600 airstrip side,Route 600 côté pistes,Montreal,,24,Quebec,Québec,...,...,273,1,0,0,,1
102,112160,T-212,Sand Storage,Entrepôt de sable,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,2,Fair,Passable,1967,,,171,Transport Canada (Airport Programs),Transports Canada (Programmes aéroportuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Warehousing storage and distribution,Entreposage en entrepôt et distribution,0,NOT APPLICABLE,Not Applicable,Non applicable,2009-04-15 0:00,0,0,0,0,0,0,Yes,Oui,,Yes,Oui,580 Stuart-Graham South,580 Stuart-Graham Sud,Montreal,,24,Quebec,Québec,...,...,230,1,0,0,,1
103,112161,T-352,Parking Garage,Stationnement étagé,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,1,Good,Bon/moyen,1977,,,171,Transport Canada (Airport Programs),Transports Canada (Programmes aéroportuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Land transport depot/station/ terminal,Dépôt/gare pour le transport terrestre,0,NOT APPLICABLE,Not Applicable,Non applicable,2009-04-15 0:00,0,0,0,0,0,0,No,Non,,Not Applicable,(fr) Not Applicable,975 Roméo-Vachon North,975 Roméo-Vachon Nord,Montreal,H4Y 1H2,24,Quebec,Québec,...,...,36468,1,0,0,,1
105,113895,BHO-10 / M900122,Generator Building,Génératrice,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,130016554,1,Good,Bon/moyen,1977,1998-09-20 0:00,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Electrical generation facility,Production d’électricité,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,Work in progress,Travail en cours,,Yes,Oui,Beauharnois Canal,Canal de Beauharnois,Beauharnois,,24,Quebec,Québec,...,...,39,1,0,0,,1
106,113896,BHO-1 / M900123,Service Center and Administrative Offices,Centre d'entretien et bureaux administratifs,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,130658467,1,Good,Bon/moyen,1979,1998-09-30 0:00,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,"Maintenance, repair, or servicing","Entretien, réparations ou service",0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,No,Non,,Yes,Oui,Beauharnois Canal,Canal de Beauharnois,Beauharnois,,24,Quebec,Québec,...,...,898,1,0,0,,1
107,113897,ECL4-1 / M900124,Downstream Tower,Tour en aval,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,130016556,1,Good,Bon/moyen,1988,1998-09-30 0:00,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Hall/mess,Hall/mess,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,Yes,Oui,,Yes,Oui,Beauharnois Canal,Canal de Beauharnois,Beauharnois,,24,Quebec,Québec,...,...,305,2,0,0,,1
108,113898,BHO-9 / M900125,Store,Magasin,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,130016557,1,Good,Bon/moyen,1995,1998-09-30 0:00,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Warehousing storage and distribution,Entreposage en entrepôt et distribution,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,Work in progress,Travail en cours,,Yes,Oui,Beauharnois Canal,Canal de Beauharnois,Beauharnois,,24,Quebec,Québec,...,...,184,1,0,0,,1
112,112164,T-004,Refueling center - Garage 1,Centre d'avitaillement - Garage 1,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,2,Fair,Passable,1974,,,171,Transport Canada (Airport Programs),Transports Canada (Programmes aéroportuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Vehicle/equipment storage,Entreposage des véhicules/de l'équipement,0,NOT APPLICABLE,Not Applicable,Non applicable,2009-04-15 0:00,0,0,0,0,0,0,Yes,Oui,,Yes,Oui,"12600,Terminal A-1","12600, Aérogare A-1",Mirabel,J7N 1C9,24,Quebec,Québec,...,...,1374,1,0,0,,1
113,112165,T-005,Refueling center - Office 1,Centre d'avitaillement - Bureau 1,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,2,Fair,Passable,1974,,,171,Transport Canada (Airport Programs),Transports Canada (Programmes aéroportuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Operation/control centre,Poste de surveillance/centre des opérations,0,NOT APPLICABLE,Not Applicable,Non applicable,2009-04-15 0:00,0,0,0,0,0,0,Yes,Oui,,Yes,Oui,"12600,Terminal A-1","12600, Aérogare A-1",Mirabel,J7N 1C9,24,Quebec,Québec,...,...,1136,1,0,0,,1
115,112167,T-007,refueling center - Office 2,Centre d'avitaillement - Bureau 2,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,1,Good,Bon/moyen,1974,,,171,Transport Canada (Airport Programs),Transports Canada (Programmes aéroportuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Operation/control centre,Poste de surveillance/centre des opérations,0,NOT APPLICABLE,Not Applicable,Non applicable,2009-04-15 0:00,0,0,0,0,0,0,Work in progress,Travail en cours,,,,"12600 boulevard Henri-Fabre,Terminal A-1","12600 boulevard Henri-Fabre, Aérogare A-1",Mirabel,J7N 0A6,24,Quebec,Québec,...,...,1125,1,0,0,,1
116,112168,T-008,Refueling center - Garage 3,refueling center - Garage 3,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,1,Good,Bon/moyen,1974,,,171,Transport Canada (Airport Programs),Transports Canada (Programmes aéroportuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Vehicle/equipment storage,Entreposage des véhicules/de l'équipement,0,NOT APPLICABLE,Not Applicable,Non applicable,2009-04-15 0:00,0,0,0,0,0,0,Work in progress,Travail en cours,,,,"12800 Boulevard Henri-Fabre,Terminal A-1","12800 Boulevard Henri-Fabre, Aérogare A-1",Mirabel,J7N 0A6,24,Quebec,Québec,...,...,1390,1,0,0,,1
117,112169,T-009,refueling center - Office 3,centre d'avitaillement - Bureau 3,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,1,Good,Bon/moyen,1974,,,171,Transport Canada (Airport Programs),Transports Canada (Programmes aéroportuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Operation/control centre,Poste de surveillance/centre des opérations,0,NOT APPLICABLE,Not Applicable,Non applicable,2009-04-15 0:00,0,0,0,0,0,0,Work in progress,Travail en cours,,,,"12800 Boulevard Henri-Fabre,Terminal A-1","12800 Boulevard Henri-Fabre, Aérogare A-1",Mirabel,J7N 0A6,24,Quebec,Québec,...,...,1095,1,0,0,,1
120,112172,T-012,"Transformation point ""B""","Poste de transformation ""B""",1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,2,Fair,Passable,1973,,,171,Transport Canada (Airport Programs),Transports Canada (Programmes aéroportuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Electrical generation facility,Production d’électricité,0,NOT APPLICABLE,Not Applicable,Non applicable,2009-04-15 0:00,0,0,0,0,0,0,Work in progress,Travail en cours,,,,12300 rue Service A-4,12300 rue Service A-4,Mirabel,J7N 1E8,24,Quebec,Québec,...,...,354,1,0,0,,1
121,112173,T-014,Firehall,Caserne Pompier,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,1,Good,Bon/moyen,1974,,,171,Transport Canada (Airport Programs),Transports Canada (Programmes aéroportuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Emergency services,Service d’urgence,0,NOT APPLICABLE,Not Applicable,Non applicable,2009-04-15 0:00,0,0,0,0,0,0,Yes,Oui,,Yes,Oui,11500 rue Service A-3,11500 rue Service A-3,Mirabel,J7N 1G6,24,Quebec,Québec,...,...,1016,1,0,0,,1
122,112174,T-015,Sand Shed,Remise à sable,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,2,Fair,Passable,1973,,,171,Transport Canada (Airport Programs),Transports Canada (Programmes aéroportuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Warehousing storage and distribution,Entreposage en entrepôt et distribution,0,NOT APPLICABLE,Not Applicable,Non applicable,2009-04-15 0:00,0,0,0,0,0,0,Work in progress,Travail en cours,,,,12300 rue Service A-4,12300 rue Service A-4,Mirabel,J7N 1E8,24,Quebec,Québec,...,...,594,1,0,0,,1
123,112175,T-016,Service Centre,Centre service,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,1,Good,Bon/moyen,1973,,,171,Transport Canada (Airport Programs),Transports Canada (Programmes aéroportuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,"Maintenance, repair, or servicing","Entretien, réparations ou service",0,NOT APPLICABLE,Not Applicable,Non applicable,2009-04-15 0:00,0,0,0,0,0,0,Yes,Oui,,Yes,Oui,12300 rue Service A-4,12300 rue Service A-4,Mirabel,J7N 1E8,24,Quebec,Québec,...,...,4273,1,0,0,,1
124,112176,T-017,Vehicles Storage,Entrepôt véhicules,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,2,Fair,Passable,1985,,,171,Transport Canada (Airport Programs),Transports Canada (Programmes aéroportuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Vehicle/equipment storage,Entreposage des véhicules/de l'équipement,0,NOT APPLICABLE,Not Applicable,Non applicable,2009-04-15 0:00,0,0,0,0,0,0,Work in progress,Travail en cours,,,,11700 rue Service A-1,11700 rue Service A-1,Mirabel,J7N 1E4,24,Quebec,Québec,...,...,551,1,0,0,,1
126,112178,T-019,Used waters check point,Poste de prélèvement des eaux usées,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,1,Good,Bon/moyen,1973,,,171,Transport Canada (Airport Programs),Transports Canada (Programmes aéroportuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Waste water treatment facility,Installation de traitement de l'eau usée,0,NOT APPLICABLE,Not Applicable,Non applicable,2009-04-15 0:00,0,0,0,0,0,0,Work in progress,Travail en cours,,,,12300 rue Service A-4,12300 rue Service A-4,Mirabel,J7N 1E8,24,Quebec,Québec,...,...,90,1,0,0,,1
127,112179,T-020,Building Taxi 2,Bâtisse Taxi 2 bâtisses,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,130018970,3,Poor,Piètre qualité,1975,1975-12-01 0:00,,171,Transport Canada (Airport Programs),Transports Canada (Programmes aéroportuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Retail sales and service,Vente au détail et services,0,NOT APPLICABLE,Not Applicable,Non applicable,2009-04-15 0:00,0,0,0,0,0,0,,,,,,12455 boulevard Henri-Fabre,12455 boulevard Henri-Fabre,Mirabel,J7N 1E1,24,Quebec,Québec,...,...,100,1,0,0,,1
128,112180,T-021,Pedestrian Bridge,Passerelle piétons,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,2,Fair,Passable,1973,,,171,Transport Canada (Airport Programs),Transports Canada (Programmes aéroportuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Air transport depot/station/ terminal,Dépôt/aérogare pour transport aérien,0,NOT APPLICABLE,Not Applicable,Non applicable,2009-04-15 0:00,0,0,0,0,0,0,,,,,,12600 rue Terminal A-1,12600 rue Aérogare A-1,Mirabel,J7N 1C9,24,Quebec,Québec,...,...,1132,1,0,0,,1
131,112183,T-028,Field Electrical Centre -FEC,Centre de Support Electrique,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,2,Fair,Passable,1975,,,171,Transport Canada (Airport Programs),Transports Canada (Programmes aéroportuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Electrical generation facility,Production d’électricité,0,NOT APPLICABLE,Not Applicable,Non applicable,2009-04-15 0:00,0,0,0,0,0,0,Work in progress,Travail en cours,,,,"12300, Service A-4","12300, Service A-4",Mirabel,J7N 1E8,24,Quebec,Québec,...,...,313,1,0,0,,1
